ornament,voice,bar,pitch
R 0 T -2 T 2 T 1 S,3,33 29/32,54
S 1 S 2 S 2 S 1 T -1 T -2 T -2 T 2 T -2 T -1 T -2 T 2 E.,1,34 1/16,60
E. -2 T 2 T -2 E,1,34 11/16,57
S 1 S 2 S -2 S -3 S,1,35 1/16,60
S 2 S 1 S 2 S -2 S,1,35 5/16,59
S 2 S 2 S -2 S -3 S,1,35 9/16,62
S 1 S,1,35 13/16,60
S -2 S,1,35 15/16,60
S 2 S,1,36 1/16,59
R 0 S,3,36 3/16,59
S -2 S -5 S 2 S 2 S,3,36 5/16,55
S 1 S,3,36 9/16,55
R 0 S,1,36 11/16,55
R 0 S,3,36 13/16,52
R 0 S,1,36 15/16,54
R 0 S 1 S 2 S 2 S -2 S 2 T -2 T 2 T 1 T -1 S,3,37 1/16,54
R 0 S 1 S -1 S -2 S -2 S 2 T -2 T -1 T -2 T -2 S,4,37 9/16,64
S -2 S -2 S -1 S 1 S 2 S 2 T -2 T 2 T 1 T -1 S,2,38 1/16,57
S -4 S 2 S 2 S 1 S -1 S 1 T -1 T -2 T 2 T 1 E,2,38 9/16,55
E 2 E -2 E -1 E -2 E,5,39 1/8,50
E 2 E,4,39 5/8,59
R 0 E,1,39 7/8,67
E 2 E,2,40 1/8,64
E -6 E,1,40 3/8,60
E 5 E,4,41 5/8,53
E 1 E,1,41 7/8,65
E -2 S -1 S 1 S -1 S 1 T -1 T -2 T 2 T 1 Q,0,43 1/8,67
E 1 E,2,43 7/8,60
S -5 S 2 S 1 S 2 S,1,44 1/16,57
S -2 S 2 T -3 T 1 T 2 T 2 E,1,44 5/16,60
E 7 E,3,44 5/8,62
E 2 E,2,45 5/8,59
S -2 S,5,45 15/16,50
S -2 S,2,46 3/16,57
S -2 S,2,46 9/16,57
S 1 S,2,46 11/16,60
S -2 S,2,46 13/16,60
R 0 T 1 T 2 T -2 E,1,46 29/32,64
S -1 S,2,47 3/16,59
S -1 S,2,48 11/16,64
S -2 S,2,48 13/16,60
T -2 T 2 T 2 T 1 Q,2,48 29/32,60
R 0 S,2,49 11/16,66
S -1 S 1 T -1 T -2 T 2 T 1 E.,2,49 13/16,66
E. 2 T -2 T 2 T,2,50 3/16,69
R 0 T -2 T -1 T -2 T -2 T -1 T -2 T -2 Q,3,50 9/32,67
S -2 S -2 S -1 S -2 S 2 S 1 T,2,51 1/16,62
R 0 T 2 T 1 T -1 S,1,51 13/32,62
S -5 S 2 S 1 S 2 S,0,51 9/16,62
S -2 S 2 T -3 T 1 T 2 T -2 S,0,51 13/16,65
R 0 S,2,52 1/16,62
R 0 S,0,52 3/16,65
S -2 S 2 T -2 T -1 T -2 T 2 S,0,52 5/16,65
R 0 S -1 S -2 S 3 S,2,52 9/16,62
S -1 S 1 T -1 T -2 T 2 T 1 S,2,52 13/16,61
S -1 S 1 T -1 T 1 T -1 T 1 E 2 E,0,53 1/16,64
S -2 S,0,53 9/16,67
T -2 T 2 T 2 T -2 Q,0,53 21/32,67
S -1 S,0,54 3/16,66
S -3 S 2 S 1 S -1 S,0,54 5/16,64
S -4 S 2 S 2 S 1 S,0,54 9/16,62
S -1 S 1 T -1 T -2 T 2 T 1 S,0,54 13/16,66
R 0 S 2 S 2 S -2 S,4,55 1/16,53
S -2 S 2 T -2 T -1 T -2 T -2 S,4,55 5/16,53
R 0 S 2 T -2 T 2 T 1 T 2 Q,0,55 9/16,62
S 2 S 1 S -1 S 1 T,1,56 9/16,64
R 0 T -2 T -2 T 2 T -2 T -1 T -2 T -2 S,2,56 25/32,64
S -2 S -2 S -1 S 1 S 2 S 2 T,3,57 1/16,57
R 0 T 2 T 1 T -1 E,2,57 13/32,57
E 2 E,2,58 1/8,62
R 0 S,1,58 11/16,59
R 0 S,2,58 13/16,59
R 0 T -2 T 2 T 1 E,1,58 29/32,59
E -4 S 2 S 2 S,4,59 1/8,53
R 0 S,1,59 5/16,59
S 2 S,1,59 7/16,62
S -1 S,5,60 7/16,47
R 0 S,2,60 11/16,59
S -1 S 1 T -1 T -2 T 2 T 1 E,1,60 13/16,61
R 0 S 2 S 1 S 2 S,5,61 5/16,45
R 0 S -1 S -2 S 3 S,3,61 9/16,55
S -1 S 1 T -1 T -2 T 2 T 1 E.,3,61 13/16,54
R 0 T -2 T 2 T -2 T -1 T -2 T -2 T -2 T -1 T -2 T -2 S,4,62 3/16,69
S -4 S 2 S 2 S -2 S,0,62 9/16,67
S -4 S 2 S 2 S -2 S,0,62 13/16,65
S 1 S,1,63 1/16,65
S 1 S,1,63 3/16,65
S -2 S,0,63 5/16,65
T -3 T 1 T 2 T -2 S,0,63 13/32,64
S -1 S 1 T -1 T 1 T 2 T 2 Q,0,63 9/16,64
E -1 E,1,64 3/8,59
S -2 S,0,64 11/16,64
S -2 S,0,64 13/16,64
E 10 S -1 S -2 S -2 S 2 T -2 T -1 T -2 T -2 Q,4,65 1/8,53
E -2 E,4,66 5/8,55
R 0 E,5,66 7/8,48
R 0 E,4,67 3/8,47
R 0 S 1 S -1 S -2 S,2,67 9/16,64
S -2 S,2,67 13/16,60
T -2 T -1 T -2 T 2 E,2,67 29/32,60
E -1 S -2 S 2 E,0,69 3/8,71
E 2 E,5,70 1/8,57
E -3 E,0,70 5/8,69
S 2 S 1 E -1 E,0,70 13/16,71
S 2 S,2,72 3/16,64
S -1 S 1 T -1 T -2 T -2 T 2 E,2,72 5/16,64
R 0 S -2 S 3 S,0,72 5/8,71
S -1 S 1 T -1 T -2 T 2 T 1 E,0,72 13/16,71
E 4 S -2 S -2 S,3,73 1/8,59
R 0 S 2 T -2 T -1 T -2 T -2 Q,5,73 5/16,53
R 0 S 2 S 1 S,3,74 3/8,57
S -3 S 2 S 1 S 2 S,3,74 9/16,57
S -2 S -1 S -2 S 2 S,3,74 13/16,60
R 0 S 2 S 2 S 1 S,2,75 1/16,55
R 0 S 1 T -1 T -2 T -2 T -2 S,4,75 5/16,59
R 0 S 2 S 1 S 2 S,1,75 9/16,50
R 0 S 2 T -2 T -1 T -2 T -2 S.,5,75 13/16,53
S. -2 T 2 T -2 T 2 T 1 T -1 E,4,76 3/32,50
R 0 S -2 S 2 E,5,76 3/8,47
E -19 S 17 S 2 S,3,76 5/8,43
S -3 S 1 S 2 S -2 S,3,76 13/16,59
S -1 S -2 S -2 S 2 S,3,77 1/16,59
S 3 S -1 S -2 S 2 S,3,77 5/16,60
S 2 S 3 S -1 S 1 S -1 S -2 S -2 S -2 S,4,77 9/16,57
S 2 S,4,78 1/16,55
R 0 S,3,78 3/16,55
R 0 S,2,78 5/16,59
R 0 S,3,78 7/16,62
S 1 S,3,78 9/16,62
S -2 S,3,78 11/16,62
T -2 T 3 T -1 T 1 T,3,78 25/32,59
T -1 T -2 T 2 T 1 Q,3,78 29/32,61
R 0 E,2,79 1/4,43
R 0 S 2 S 1 S -1 S,3,79 9/16,57
S -2 S 2 T -4 T 2 T 2 T 1 Q,3,79 13/16,57
E -2 S 2 S -2 S,5,80 7/8,45
S -3 S 2 S 1 S -1 S,3,81 1/16,57
S -4 S 2 S 2 S -2 S,3,81 5/16,55
R 0 S -1 S -2 S 3 S -1 S 1 T,1,81 9/16,55
R 0 T -2 T 2 T 1 S,3,81 29/32,54
S 2 S 2 S 1 S -1 S -2 S -2 S -1 S 1 E,3,82 1/16,57
E -1 E 1 E -1 S 1 S 2 Q,3,82 5/8,54
E. -2 T 2 T -2 E,3,83 11/16,57
R 0 E,5,83 7/8,50
R 0 S,3,84 9/16,55
S -2 S,3,84 11/16,52
R 0 S,1,84 13/16,54
R 0 T -2 T 2 T 1 E,3,84 29/32,54
E -3 S 2 S 1 S -3 S 2 S,3,85 1/8,52
R 0 S,4,85 7/16,55
E -3 S 1 S 2 S -2 S 2 T,2,85 5/8,59
R 0 T -1 T -2 T 2 E,3,85 29/32,60
E -2 S 2 S -2 Q,3,86 1/8,57
R 0 S -2 S 2 E,5,86 7/8,45
R 0 S -2 S 2 Q,3,87 1/8,54
S -2 S -2 S -2 S 2 S,0,87 9/16,69
S -3 S 1 S 2 S 2 S,0,87 13/16,64
S 2 S -2 S 4 S -2 S,2,88 1/16,67
S -2 S -1 S -2 S 2 S,2,88 5/16,65
S 2 S 3 S -1 S -2 S,3,88 9/16,62
S -2 S 2 T -2 T -1 T -2 T 2 S,3,88 13/16,60
S -5 S 2 S 2 S 1 S,2,89 1/16,57
R 0 S 2 T 1 T 2 T 2 T 1 E,0,89 5/16,64
S -2 S,5,89 11/16,52
S -2 S -2 S -2 S 2 S,0,90 1/16,69
S -2 S 2 T -3 T 1 T 2 T 2 S,0,90 5/16,65
S 2 S 3 S -1 S -2 S,2,90 9/16,67
R 0 S,0,90 13/16,65
R 0 T -1 T -2 T -2 S,1,90 29/32,65
S 2 S 2 S -4 S 2 T,4,91 1/16,50
R 0 T 1 T -1 T -2 T -2 T -1 T -2 T -2 S,5,91 9/32,52
R 0 S 2 S 2 S 1 S,1,91 9/16,57
R 0 S 1 T 2 T 2 T 1 T 2 E,0,91 13/16,61
S -2 S,5,92 3/16,52
Q -16 E,0,92 3/4,55
E 1 E,4,93 5/8,55
E. 7 T -2 T 2 T -2 T -1 T -2 T -2 T,2,94 3/16,69
T -2 T -1 T -2 T 2 Q,2,94 13/32,60
E. 1 T -1 T 1 S -1 S 1 T,1,95 11/16,67
T -1 T -2 T 2 T 1 S,1,95 29/32,66
S -2 S -2 S -1 S -2 S 2 S 1 T 2 T 2 T 1 T 2 Q,0,96 1/16,69
E 1 S -1 S 1 Q,2,96 7/8,60
S -4 S 2 S 2 S 1 S -1 S 1 T,1,97 9/16,62
T -1 T -2 T 2 T 1 E,1,97 29/32,66
E 14 S -2 S -2 T -1 T -2 T -2 T 2 T -2 T -1 T -2 T -2 E,4,98 1/8,69
E -7 S 2 S 1 S -1 S 1 T 2 T 2 T 1 T -1 S,0,99 1/8,64
S -4 S 2 S 2 S 1 T -1 T 1 T -1 T 1 T -1 T -2 T 2 T 1 E,0,99 9/16,67
E 1 E,1,100 1/8,65
E -2 E,1,100 3/8,62
E 2 E,3,100 5/8,62
R 0 E,5,100 7/8,47
R 0 E,3,101 1/8,55
R 0 E,2,101 3/8,59
E 5 S 2 S 1 S -1 S 1 T -1 T -2 T -2 T -1 S,1,101 5/8,69
S -5 S -2 S 2 S 1 S 2 S 2 S 1 S -1 E,1,102 1/16,61
E 1 S -1 S 1 S,1,102 5/8,67
R 0 S 1 T -1 T -2 T 2 T 1 S,0,102 13/16,66
S 1 S 2 S 2 S -2 S,3,103 1/16,60
S -2 S 2 T -2 T -1 T -2 T 2 S,3,103 5/16,60
S -10 S -2 S 2 S 2 S 1 S 2 S 2 S 1 S,0,103 9/16,57
R 0 S -2 S -2 S -1 S 1 S 2 T 2 T 1 T 2 T -2 S,1,104 1/16,64
S -3 S 2 S 1 S 2 T 2 T 1 T -1 T -2 T -2 T -1 T -2 T 2 E,1,104 9/16,62
E 1 E -1 E -2 E,1,105 1/8,65
E. -1 T 1 T -1 E,5,105 11/16,47
E. -1 T 1 T -1 E -2 E 2 E.,2,106 3/16,59
R 0 T 1 T -1 E,3,106 11/16,54
R 0 E,4,106 7/8,52
