ornament,voice,bar,pitch
S -1 S -2 S 2 S 1 H,0,64 29/16,66
Q -1 Q,1,66 5/4,54
R 0 E -2 E 2 E 1 Q,4,66 13/8,54
Q -2 Q,2,67 3/4,62
Q -1 Q,2,67 5/4,64
R 0 E -2 E 3 E,0,72 5/4,71
E -1 E 1 S -1 S -2 S 2 S 1 H,0,72 13/8,71
H -1 Q -2 Q 2 Q,5,76 1/2,47
Q -4 Q,5,76 5/4,43
Q 2 Q,5,76 7/4,47
Q -3 Q,3,77 1/4,57
Q 1 Q,3,77 3/4,60
R 0 E 2 E 1 E -1 E 1 S -1 S -2 S -2 S -1 Q,4,77 5/4,57
H 0 Q,5,79 1/2,47
R 0 Q,1,80 1/4,55
Q -2 Q,5,80 7/4,45
Q -1 Q,3,81 1/4,59
R 0 E -2 E -2 E -5 E,5,81 5/8,59
E 1 E -1 E 1 E -1 E -2 E,4,81 5/4,55
E 2 E,4,81 15/8,54
R 0 E,3,83 7/8,57
R 0 Q,5,83 7/4,50
E -1 E,3,84 11/8,54
E -1 E,3,84 13/8,54
E 2 E,3,84 15/8,54
Q -5 Q,4,85 1/4,45
H 7 Q,5,85 3/2,57
R 0 E,3,85 15/8,57
Q -2 Q,4,87 7/4,53
Q 2 Q,4,88 1/4,52
R 0 Q,3,88 3/4,55
Q 2 E -2 E 2 E,4,88 5/4,50
R 0 E -1 E -2 E -2 H,5,88 13/8,48
Q 12 Q,5,90 1/4,55
R 0 Q,5,91 1/4,50
R 0 Q,4,91 3/4,53
Q -1 Q,4,93 5/4,54
H 0 Q,0,94 1/2,71
Q 2 Q,1,95 1/4,66
Q -2 E 2 E 1 E -1 E 1 S,1,95 5/4,64
R 0 S -2 S 2 S -23 Q,4,95 29/16,66
Q -16 Q 17 Q 2 H,0,96 1/2,55
Q -3 Q 3 Q -1 Q,1,97 5/4,64
R 0 E -2 E -2 E -1 E 1 S -1 S -2 S -2 S -1 Q,3,98 1/4,69
R 0 E -1 E -2 E -2 E 2 S -2 S -1 S -2 S -2 Q,5,98 5/4,53
Q 7 E -2 E -2 E -2 E 2 S -2 S -1 S -2 S -2 E,3,99 1/4,66
E 10 E 2 E 2 E -2 E -2 E 2 S -2 S -1 S -2 S -2 Q,5,99 9/8,53
Q 2 Q 2 Q -2 Q -2 Q,5,100 1/4,50
Q -1 Q -2 Q -2 Q 2 Q,5,100 5/4,47
Q 2 Q,0,101 1/4,74
Q -2 Q,0,101 3/4,74
Q -1 Q,0,101 5/4,71
Q 3 Q,1,101 7/4,67
Q 2 Q 2 Q -2 Q -2 Q,5,102 1/4,52
Q -2 Q,5,102 5/4,48
Q -2 Q,5,102 7/4,45
R 0 Q,3,103 1/4,60
Q -2 Q,3,103 3/4,57
Q -2 E 2 E 1 E -1 E 1 S -1 S -2 S -2 S 2 Q,3,103 5/4,57
R 0 Q 2 Q -2 Q -1 Q,1,104 1/4,67
Q -2 Q,1,104 5/4,64
Q -1 Q,0,104 7/4,66
Q 2 Q 2 Q -2 Q,5,105 1/4,50
Q -2 Q,5,105 7/4,45
Q 2 Q,4,106 1/4,57
Q 5 Q -17 Q 12 Q,4,106 3/4,60
R 0 Q,4,106 7/4,52
