ornament,voice,bar,pitch
S 2 S 2 S -2 S 0 S -2 S 2 T -2 T -1 T -2 T 2 E.,0,21 9/16,72
E. -2 S -2 S -1 S -2 T 2 T 1 T 2 T 2 E,0,22 3/16,67
E 1 E,0,22 5/8,70
E -2 E,0,23 1/8,72
E. -1 S,0,23 11/16,69
S -1 S,0,23 13/16,69
T -1 T -2 T -2 T -1 H,0,23 29/32,69
E -1 S 1 S 2 S -1 S 1 T -1 T -2 T 2 T 1 H,0,24 5/8,64
S -2 S -1 S 1 S 2 E.,0,26 5/16,70
E. -2 S,0,26 11/16,70
S -2 S,0,26 13/16,70
T -2 T -1 T -2 T -2 H,0,26 29/32,70
R 0 S 2 T -2 T -1 T -2 T -2 S,2,27 13/16,65
S -5 S 1 S 2 S 2 S -2 S 2 S,1,28 1/16,59
S 2 S,1,28 7/16,66
S -1 S,1,28 9/16,66
S 2 S,1,28 11/16,69
S -1 S 1 S 2 S -2 E,1,28 13/16,69
S -2 S -1 S 1 S 0 E,1,29 5/16,67
E -1 S -2 S 2 E,1,29 5/8,66
R 0 E,0,29 7/8,72
R 0 S,1,30 9/16,72
R 0 S,0,30 11/16,69
S -1 S,0,30 13/16,69
T -1 T -2 T -2 T 2 S,0,30 29/32,69
S -2 S 2 S 2 S 1 S,0,31 1/16,65
S -1 S 1 S 2 S -2 Q,0,31 5/16,69
S -2 S,0,31 13/16,70
T -2 T -1 T -2 T -2 S,0,31 29/32,70
S -1 S 1 S 2 S -2 S,0,32 1/16,64
S 2 S 2 S 1 S -1 E,0,32 5/16,67
E -2 E,0,33 1/8,72
E. -1 S,0,33 11/16,69
R 0 S,1,33 13/16,65
T -2 T -2 T -1 T 1 E,1,33 29/32,62
E 1 E -3 E 2 E 1 Q,0,34 1/8,65
Q 2 S -2 S 2 T -2 T -1 T 1 T 2 H,0,34 3/4,67
S 5 S,2,36 1/16,67
R 0 S,0,36 3/16,64
S 2 S 2 S 1 S 2 E.,0,36 5/16,67
E. -2 S,0,36 11/16,70
S -2 S,0,36 13/16,67
S -1 S,0,36 15/16,64
S 7 S -2 S -2 S -2 Q,1,37 1/16,64
S -1 S,3,38 9/16,47
S 2 S,3,38 11/16,50
S -2 S,3,38 13/16,50
S 1 S,3,38 15/16,53
E 2 E,2,39 1/8,57
S 12 S -1 S 1 S -10 S,2,39 5/16,67
R 0 S -1 S -2 S 3 S,0,39 9/16,67
S -1 S -2 S 2 S 1 H,0,39 13/16,66
E. -1 S -2 T -2 T -1 T 1 T 2 T 2 T 1 T 2 T -3 S,0,40 11/16,69
S 1 S -1 S -2 S 3 S -1 S 1 T -1 T -2 T 2 T 1 E,1,41 1/16,67
R 0 T 1 T -1 T -2 T -2 T -1 T 1 T 2 T 2 T 1 T 2 T 2 S,0,41 21/32,69
S -1 S 1 T -1 T -2 T -2 T 0 S,1,42 1/16,66
S -1 S -2 S 2 S 1 Q,1,42 5/16,61
E 2 E,1,43 1/8,66
S -1 S 1 T -1 T -2 T 2 T 1 Q,1,43 5/16,66
Q 5 S -2 S 2 T -2 T -1 T -2 T -2 S,1,43 3/4,72
S -1 S 1 S 2 S -2 S,1,44 1/16,64
R 0 S 2 S 1 S -1 Q,0,44 5/16,67
Q 2 S -2 S -1 S 1 S 2 Q,1,45 1/4,62
S -2 S -2 S -1 S 1 S,0,46 1/16,67
R 0 S 2 S 1 S -5 E,1,46 5/16,67
R 0 E,0,46 5/8,72
S -1 S -2 S -2 S 2 S,0,47 1/16,69
R 0 S,1,47 5/16,59
S 2 S,1,47 7/16,62
S -2 S,0,48 5/16,65
S 2 S,0,48 7/16,69
S -1 S,0,48 9/16,69
S -2 S,0,48 11/16,65
S -2 S,0,48 13/16,65
T -2 T -1 T -2 T 2 E,0,48 29/32,65
E -7 S 2 S 1 S 2 S 2 S,0,49 1/8,57
R 0 S,1,49 7/16,65
S -2 S,1,49 9/16,62
S 1 S,1,49 11/16,65
S -2 S 2 S 2 S -2 E,1,49 13/16,65
R 0 S -1 S 1 S 2 S,0,50 5/16,65
R 0 S 2 T -2 T -1 T -2 T 3 E,1,50 9/16,65
E -1 E,1,50 7/8,64
S 5 S,1,51 9/16,67
R 0 S,0,51 11/16,64
T -1 T 1 T 2 T 2 T,0,51 25/32,64
T -2 T 2 T 1 T 2 E,0,51 29/32,67
E -2 S -1 S -2 T -2 T -1 T 1 T 2 T 2 T 1 T 2 T 2 S,0,52 1/8,70
S -2 S 2 S 1 S -1 E 1 E,1,52 9/16,55
S -1 S 1 S 2 S 2 S,1,53 1/16,59
S -2 S 2 S 1 S -1 Q,1,53 5/16,62
S -2 S,0,53 13/16,72
T -2 T -2 T -1 T 1 S,0,53 29/32,72
S -1 S 1 S 2 S -2 E,0,54 1/16,69
S 2 S,1,54 13/16,67
R 0 S,0,54 15/16,64
R 0 S,1,55 1/16,64
S -2 S,1,55 3/16,60
S -2 S -2 S 2 S 0 E,1,55 5/16,62
E -1 S -2 S 3 S,1,55 5/8,61
S -1 S 1 T -1 T -2 T 2 T 1 S,1,55 13/16,61
R 0 S 2 S 2 S 1 S,0,56 1/16,60
S -1 S 1 S 2 S -2 S,0,56 5/16,64
S -1 S,0,56 9/16,64
S 2 S,0,56 11/16,67
S -2 S,0,56 13/16,67
S 1 S,0,56 15/16,70
S -2 S,3,57 1/16,55
R 0 S,1,57 3/16,58
S -1 S,0,58 1/16,69
S -2 S,0,58 3/16,65
S -2 S,0,58 5/16,67
R 0 S,2,58 7/16,67
R 0 S -1 S -2 S 3 S,0,58 9/16,67
S -1 S 1 T -1 T -2 T 2 T 1 H,0,58 13/16,66
S 2 S 1 T -1 T -2 T -2 T -1 T 1 T 2 T 2 T 1 T,0,59 9/16,69
R 0 T 2 T 1 T 0 Q,1,59 29/32,72
Q 7 T -2 T -2 T -1 T -2 T 2 T 1 T 2 T 2 T -2 T -2 T -1 T -2 T -1 T -2 T -2 T 2 T 2 T 1 T 2 T 1 T 2 T 2 T 1 T -8 W,0,60 1/4,74
