ornament,voice,bar,pitch
E. 4 S -2 S 2 S 1 S 2 S -2 Q,3,80 3/16,59
R 0 E,0,81 5/8,72
R 0 S 2 S 1 S,3,82 5/8,55
R 0 S 2 T 2 T 1 T 2 T 2 Q,0,82 13/16,60
E 1 E,0,83 7/8,70
R 0 S -2 S -2 E,1,84 5/8,66
E -1 E,0,84 7/8,66
E. -5 S -2 S 2 S 1 S 2 S -2 E,3,85 11/16,57
R 0 T -2 T -1 T 1 T -1 E,1,86 1/8,60
R 0 S -1 S -2 S 2 S 1 S,3,86 5/8,58
S 2 S,3,86 15/16,60
