ornament,voice,bar,pitch
E. -2 S -2 S 2 S 2 S,0,21 3/16,64
S 1 S,0,21 7/16,67
E -2 S -2 S -1 S 1 S 2 S 2 S 1 E,0,21 5/8,64
E 0 S -2 S -1 S -2 S 2 T 1 T 2 T 2 T 1 Q,0,22 1/8,67
S -2 S,0,23 11/16,70
S -2 S -1 S -2 S 2 E,0,23 13/16,70
E -4 E,0,24 1/8,65
S 1 S,0,24 7/16,70
E -1 S -2 S 2 S 1 S -3 S 2 S 1 Q.,0,24 5/8,69
Q. -1 E,5,25 3/8,45
E -10 S 2 S 2 S 1 S 2 S 2 S 1 E.,0,25 5/8,60
E. 2 S,0,26 3/16,72
S -1 S,0,26 11/16,74
S -2 S -1 S -2 S 2 E.,0,26 13/16,70
E. 2 S,2,27 3/16,67
R 0 S,0,27 5/16,67
S 1 S,0,27 7/16,70
E -1 S -2 S 3 S -1 S 1 T -1 T -2 T 2 T 1 Q.,0,27 5/8,69
Q. 2 E,2,28 3/8,64
E -7 S -1 S 1 S 2 S 2 S 2 S 1 E,2,28 5/8,58
E -1 E -2 S 2 S 1 S,2,29 1/8,64
S 2 S,2,29 7/16,67
E 2 S -2 S -1 E,2,29 5/8,67
E 1 E,2,29 7/8,65
S 1 S,2,30 7/16,62
E -1 S -2 S 2 E,2,30 5/8,61
E -2 S 2 S 1 E.,2,30 7/8,59
E. -1 S -2 S 2 S 1 S,0,31 3/16,64
S 2 S,0,31 7/16,67
R 0 S -2 S 2 S,2,31 5/8,50
R 0 S 2 S 2 S 1 E,5,31 13/16,48
E -1 S 1 S 2 S -2 S -1 S -2 S 2 E,5,32 1/8,52
E 2 S -2 S -2 E,3,32 5/8,62
E -1 S 3 S -2 E,3,32 7/8,57
E -4 S 2 S 2 S -2 S 2 T -2 T -2 T 2 T 2 E,3,33 5/8,53
R 0 S -2 S 2 S 1 S 2 S 2 S 1 Q,0,34 1/8,59
S 2 S 1 E -1 E -2 E 2 Q,0,35 9/16,69
E 3 E,3,36 5/8,65
E -2 E,3,36 7/8,62
E. 2 S 1 S -3 S 2 S 1 S 2 Q,5,37 3/16,47
E 0 E,1,38 5/8,62
R 0 S 1 S 2 S 2 Q,0,38 13/16,64
E 1 T -1 T -2 T 2 T 1 E,0,39 5/8,70
E -3 S 2 S 1 E,0,39 7/8,67
S 3 S -1 S -2 S 2 S,0,40 9/16,70
S -2 S -2 S -1 S 1 E,0,40 13/16,67
E -1 E -2 S 2 S 1 S,0,41 1/8,64
S 2 S,0,41 7/16,67
R 0 E,4,41 7/8,57
E -1 S 1 S 0 E,0,42 3/8,61
E -1 E,0,42 5/8,61
S -1 S -2 S 2 S 1 E,0,42 13/16,61
E -4 E 2 E 2 E 1 E,5,43 1/8,53
R 0 S 2 S 2 S,3,43 5/8,58
R 0 S 1 S 2 S -2 E,0,43 13/16,64
E 5 E,3,44 1/8,67
R 0 E,1,44 3/8,67
E 4 S -2 S -2 S,3,44 5/8,64
R 0 S 2 S 1 S -1 E,1,44 13/16,62
S 2 S,1,45 3/16,64
E -1 S 1 S 0 E,1,45 3/8,61
E -1 S -2 S 2 S,1,45 5/8,61
S 1 S -3 S 2 S 1 H,1,45 13/16,62
E -1 S -2 S -2 S 2 S 2 S 1 S 2 Q,0,46 5/8,64
E. -2 S -3 S 2 S 1 S 2 S 2 Q,0,47 11/16,65
E -1 S 1 S 2 E,1,49 1/8,57
S 2 S,1,49 7/16,60
S 3 S -1 S -2 S 2 S -2 S -2 S 2 S 2 Q,0,50 9/16,70
E -2 S 2 S 2 E,1,51 5/8,58
E -2 E,1,51 7/8,60
E. -1 S -2 S 2 S 1 S,1,52 3/16,57
S 2 S,1,52 7/16,60
E -2 S -1 S -2 S 2 S 1 S 2 S 2 Q,0,53 5/8,65
E 2 S -2 S 2 E,1,54 5/8,62
E -2 E,1,54 7/8,60
E -3 E 3 E 2 E,1,55 1/8,55
E. 2 S 1 S -1 S 1 S -3 S 2 Q,0,56 11/16,69
E 2 T -2 T -2 T 2 T 2 E,1,57 5/8,62
E -2 E,1,57 7/8,60
E 2 T -2 T -1 T 1 T 2 S -3 S 1 S,1,58 1/8,60
S 2 S,1,58 7/16,60
R 0 S 2 S 2 S 1 S 2 S -2 Q,2,58 11/16,60
E -7 S 2 S 2 S 2 S 1 S 2 S -2 E,2,60 1/8,58
E -2 S 2 S 1 S -1 S 1 T -1 T -2 T 2 T -2 Q,0,60 5/8,67
E -2 S 2 S -2 E,2,61 5/8,60
E -2 S 2 S 1 E,0,61 7/8,62
E 2 E,0,62 1/8,67
E 2 E 2 E 2 E 1 E,5,63 1/8,48
E -2 S -2 S -1 S 1 S 2 S 2 S -2 E,0,63 5/8,67
E -2 S 2 S 2 E,0,64 1/8,65
S 2 S,0,64 7/16,69
E -2 S 2 S -2 E,1,64 5/8,60
E -2 S 2 S 1 E,0,64 7/8,62
E 2 E,0,65 1/8,67
E 2 S -2 S -1 S,2,65 5/8,67
R 0 S 2 S 2 S 1 E.,0,65 13/16,65
E. 2 S 2 S -2 S 2 S 2 S 1 E,5,66 3/16,48
E 1 E,0,66 5/8,70
E -1 E,0,67 1/8,69
E -2 E,4,67 3/8,58
S -2 S,0,67 11/16,64
S 1 S,0,67 13/16,67
S 2 S,0,67 15/16,66
E 2 E,0,68 1/8,69
E 2 E,5,68 7/8,57
E -7 S 2 S 2 S 2 S 1 S 2 S -2 E,1,69 1/8,58
E -4 S 2 S 2 S,0,69 5/8,65
S 1 S,0,69 13/16,70
E -1 E,0,70 1/8,69
E -2 E,3,70 3/8,58
E -1 S -2 S 2 S,0,70 5/8,66
S -4 S 2 T -2 T 2 T 2 T 1 Q,0,70 13/16,62
E -2 E,5,73 5/8,46
E 4 S -2 S -2 S,1,75 1/8,67
R 0 S,0,75 5/16,65
S 2 S,0,75 7/16,69
E -2 E,5,76 5/8,46
E -10 S 2 S 2 S 1 S 2 S 2 S 1 Q,0,77 1/8,60
