note,pitch,duration,chord,bar,mapped voice,cost,category
1441,57,1/8,762,103 5/4,3,n/a,ornamentation
1442,59,1/8,763,103 11/8,3,n/a,ornamentation
1443,60,1/8,764,103 3/2,3,n/a,ornamentation
1444,59,1/8,765,103 13/8,3,n/a,ornamentation
1445,60,1/16,766,103 7/4,3,n/a,ornamentation
1446,59,1/16,767,103 29/16,3,n/a,ornamentation
1447,57,1/16,768,103 15/8,3,n/a,ornamentation
1448,55,1/16,769,103 31/16,3,n/a,ornamentation
1449,50,1/4,770,104,5,n/a,match
1450,57,1/4,770,104,3,n/a,match
1451,66,1/4,770,104,0,n/a,ficta
1452,67,1/4,771,104 1/4,1,n/a,ornamentation
1453,69,1/4,772,104 1/2,1,n/a,ornamentation
1454,67,1/4,773,104 3/4,1,n/a,ornamentation
1455,50,1/4,774,104 1/1,4,n/a,match
1456,57,1/4,774,104 1/1,2,n/a,match
1457,62,1/4,774,104 1/1,0,3,adaptation
1458,66,1/4,774,104 1/1,1,n/a,ficta
1459,64,1/4,775,104 5/4,1,n/a,ornamentation
1460,50,1/4,776,104 3/2,5,0,repetition
1461,57,1/4,776,104 3/2,3,0,repetition
1462,62,1/4,776,104 3/2,1,3,adaptation
1463,67,1/4,776,104 3/2,0,2,adaptation
1464,66,1/4,777,104 7/4,0,n/a,ornamentation
1465,48,1/4,778,105,5,n/a,match
1466,55,1/4,778,105,3,2,adaptation
1467,60,1/4,778,105,2,n/a,match
1468,64,1/4,778,105,1,n/a,match
1469,67,1/4,778,105,0,n/a,match
1470,50,1/4,779,105 1/4,5,n/a,ornamentation
1471,52,1/4,780,105 1/2,5,n/a,ornamentation
1472,50,1/4,781,105 3/4,5,2,adaptation
1473,48,1/4,782,105 1/1,5,0,repetition
1474,55,1/4,783,105 5/4,3,0,repetition
1475,60,1/4,783,105 5/4,2,0,repetition
1476,64,1/4,783,105 5/4,1,0,repetition
1477,67,1/4,783,105 5/4,0,0,repetition
1478,47,1/4,784,105 3/2,5,n/a,match
1479,45,1/4,785,105 7/4,5,n/a,ornamentation
1480,43,1/4,786,106,5,n/a,match
1481,55,1/4,786,106,3 and 4,n/a,match
1482,59,1/4,786,106,2,n/a,match
1483,62,1/4,786,106,1,n/a,match
1484,67,1/4,786,106,0,n/a,match
1485,57,1/4,787,106 1/4,4,n/a,ornamentation
1486,55,1/4,788,106 1/2,4,0,repetition
1487,59,1/4,788,106 1/2,2,0,repetition
1488,60,1/4,789,106 3/4,4,n/a,ornamentation
1489,43,1/4,790,106 1/1,4,n/a,ornamentation
1490,55,1/4,791,106 5/4,4,0,repetition
1491,59,1/4,791,106 5/4,2,0,repetition
1492,62,1/4,791,106 5/4,1,0,repetition
1493,67,1/4,791,106 5/4,0,0,repetition
1494,54,1/4,792,106 3/2,3,n/a,ficta
1495,52,1/4,793,106 7/4,4,n/a,ornamentation
1496,43,1/1,794,107,5,0,repetition
1497,55,1/1,794,107,4,0,repetition
1498,59,1/1,794,107,2,0,repetition
1499,62,1/1,794,107,1,0,repetition
1500,67,1/1,794,107,0,0,repetition
