ornament,voice,bar,pitch
E. 2 S -2 S -2 S 2 T -2 T -1 T -2 T -2 Q,3,52 3/16,62
E 2 S -2 S -1 E,0,53 7/8,67
E -2 S 2 S 1 E,0,54 1/8,62
E -1 E,0,54 3/8,64
E 0 S 2 S 1 S,3,55 5/8,57
R 0 S 2 S 1 S -1 Q,0,55 13/16,62
E -2 E,1,57 1/8,62
E -2 E,3,57 3/8,53
E -1 S -2 S 2 S,1,57 5/8,61
S 1 S -3 S 2 S 1 H,1,57 13/16,62
R 0 E,1,59 5/8,53
E 1 S 4 S -2 S -2 S -1 S,2,60 1/8,58
R 0 S,1,60 7/16,55
R 0 S 2 S 2 S -2 S -2 S -1 S 1 S,2,60 5/8,58
S -1 S,2,61 1/16,57
R 0 S,1,61 3/16,60
E -2 E,1,61 5/8,60
E 1 E,1,61 7/8,65
E -2 E,1,62 1/8,62
E 3 E,3,62 3/8,53
E. -1 S,1,62 11/16,61
S -1 S -2 S 2 S 1 H,1,62 13/16,61
S 9 S -2 S -2 S 2 S -2 S -1 S -2 S -2 E,2,63 9/16,62
R 0 S 1 S 2 S 2 S 1 S 2 S -2 Q,0,64 1/8,59
E -1 E,4,66 1/8,45
E. -5 S 2 S 2 S 1 S,3,66 11/16,48
S 2 S,3,66 15/16,55
E 1 S 4 S -2 S -2 S -1 S -2 S 2 Q,3,67 1/8,58
E 5 S -1 S -2 S,1,69 1/8,70
S -2 S -1 S -2 S 2 E,1,69 5/16,65
E -2 S 2 S 2 S -2 S -2 S,3,69 5/8,58
R 0 S,2,69 15/16,57
R 0 null 2 null -2 null -1 null -2 null 0 R,1,73 3/4,65
R 0 null -2 null 0 R,1,79 853/1024,67
R 0 null 2 null 0 R,0,84 853/1024,67
E -1 S -2 S 2 S,0,89 5/8,71
R 0 S,1,89 13/16,69
R 0 S,0,89 15/16,66
E -7 S 2 S 1 S 2 S 2 S 1 S -1 H,1,90 1/8,57
E -6 S 1 S 2 S 2 S 1 S 2 S -2 W,1,91 5/8,59
