ornament,voice,bar,pitch
Q -1 Q,5,66 1/4,45
Q 2 Q,3,66 5/4,67
Q -1 Q,3,66 7/4,64
R 0 Q,4,67 1/4,52
Q -2 Q 3 Q -1 Q 1 Q,3,67 5/4,62
R 0 Q,0,68 1/4,67
R 0 Q,4,69 1/4,52
R 0 E 14 E 2 E,3,70 1/4,43
R 0 E 2 E -3 E 1 Q,2,70 5/8,60
Q -3 Q,4,70 5/4,50
Q 1 Q,4,70 7/4,53
R 0 Q,3,71 1/4,62
R 0 Q,2,71 3/4,59
Q -4 Q 7 Q -2 Q -1 H,1,71 5/4,48
R 0 E 2 E 1 E -1 E,0,73 1/8,64
E 3 E -2 E -1 E 1 Q,0,73 5/8,69
R 0 Q,2,73 5/4,55
R 0 Q,1,73 7/4,55
R 0 Q,2,74 1/4,55
R 0 Q,0,74 3/4,66
R 0 Q,3,77 1/4,62
R 0 Q,2,77 3/4,61
Q -4 Q 1 Q 2 Q 1 H,4,77 5/4,54
Q 5 Q,4,78 5/4,62
R 0 Q,3,78 7/4,60
R 0 Q,4,79 1/4,53
Q 2 Q,4,79 3/4,57
R 0 Q,4,81 5/4,50
R 0 Q,2,81 7/4,52
E -1 E,3,82 5/8,64
R 0 E,0,82 7/8,67
R 0 Q,3,82 5/4,65
Q 2 Q,0,82 7/4,72
Q -1 Q 1 Q 2 Q -2 Q,0,84 1/4,64
Q 1 Q -1 Q -2 Q -2 Q,5,84 5/4,51
Q -1 Q 3 Q -2 Q 2 H,4,85 1/4,52
Q -3 Q,5,86 1/4,45
Q 1 Q,5,86 3/4,48
R 0 Q -2 Q -1 Q 1 Q,3,86 5/4,60
R 0 Q 14 Q -2 Q -3 Q,2,87 1/4,55
Q -5 Q,3,87 5/4,55
Q -2 Q,3,87 7/4,57
R 0 Q,1,88 1/4,50
Q 1 Q,1,88 3/4,53
H 5 E -2 E -1 E -2 E 2 H,3,88 3/2,67
R 0 E 2 E 1 E 2 E 2 E 1 E 2 E 2 Q,0,89 9/8,57
Q -3 Q,1,90 1/4,50
Q 1 Q,1,90 3/4,53
Q -4 Q,3,90 5/4,58
Q -2 Q,3,90 7/4,60
Q -4 Q 1 Q 2 Q 1 Q,2,91 5/4,54
R 0 Q,5,92 1/4,43
Q 7 Q,5,92 3/4,50
Q -4 Q,5,93 1/4,46
Q 3 Q,5,93 7/4,46
R 0 Q,1,95 1/4,50
R 0 Q,4,95 3/4,53
Q -1 Q,2,95 5/4,57
Q -1 Q,2,95 7/4,57
Q -4 Q,2,96 1/4,53
E -2 E 2 E 1 E -1 Q,3,96 5/8,60
E -2 E,0,96 11/8,67
E 1 E,0,96 13/8,67
Q 2 Q,3,97 1/4,62
Q -1 Q,3,97 3/4,61
E -8 E 1 E 2 E 1 E 2 E 2 E 2 E 1 Q,0,98 9/8,54
Q -1 Q 1 Q 2 Q,0,99 1/4,64
E 2 E 1 E -3 E 2 Q,0,99 13/8,64
Q 2 Q,0,100 1/4,66
Q -3 Q,5,100 3/4,48
R 0 Q,0,100 5/4,64
Q -5 E 2 E 1 E,0,101 5/4,62
R 0 E -2 E 2 E 1 Q,1,101 13/8,64
Q -1 Q,2,102 1/4,52
R 0 Q,5,102 3/4,50
R 0 Q -1 Q 1 H,5,102 3/2,46
Q 2 Q,5,103 5/4,50
R 0 Q,1,104 1/4,60
Q -1 Q,1,104 3/4,57
R 0 Q,4,104 5/4,55
Q -1 Q,4,104 7/4,52
Q -2 Q,0,105 1/4,67
Q 2 Q,0,105 3/4,72
R 0 Q,4,106 1/4,52
R 0 Q,1,106 7/4,58
Q -3 Q,1,107 5/4,55
Q -3 Q,0,109 1/4,69
Q -1 Q,0,109 3/4,71
Q -5 Q,4,110 1/4,48
Q -1 Q,4,110 3/4,52
R 0 Q,3,110 5/4,50
Q -1 Q,0,110 7/4,69
Q -4 Q 4 Q -2 Q 2 H,3,111 1/4,58
R 0 Q,2,112 1/4,53
Q 3 Q,5,113 1/4,48
Q -1 Q,2,113 3/4,52
Q -4 Q 5 Q -3 Q 2 Q,0,114 1/4,65
Q -3 Q 5 Q -1 Q 1 Q,4,114 5/4,50
Q -4 Q 4 Q -2 Q,3,115 1/4,58
E 2 E 2 E -2 E -2 E,0,115 9/8,72
E 7 E -2 E -2 E -1 H,3,115 13/8,69
Q -1 Q 1 Q -3 Q 5 E,0,118 1/4,69
E -2 E -1 E -2 E -1 E -4 E 5 E,0,118 9/8,70
E -1 E,0,118 15/8,66
Q -4 Q 1 Q 2 Q 1 H,1,119 1/4,54
